xmin,ymin,xmax,ymax,label,image_path,annotator,flight_name
1340.0,1268.0,1393.0,1307.9999999999998,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3309.0,4818.0,3336.9999999999995,4849.0,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2093.0,4408.000000000001,2128.0,4469.0,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
1713.0,2143.0,1765.0,2193.0,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
1748.0000000000002,2199.0000000000005,1809.0,2256.0000000000005,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2385.0000000000005,2885.0,2441.0000000000005,2956.0,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
1920.9999999999998,3116.0,1982.9999999999998,3180.0,Fratercula arctica,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
1932.9999999999998,2253.0,1988.0,2280.0,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
46.00000000000001,251.0,74.00000000000001,292.0,Larus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
1210.0,1104.0,1249.0,1137.0,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3014.9999999999995,4256.000000000001,3044.9999999999995,4309.000000000001,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
1651.0000000000002,4639.0,1682.0000000000002,4699.0,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2275.0,3339.9999999999995,2324.0,3364.9999999999995,Anas rubripes,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
909.0,3382.0,931.0,3430.0,Branta canadensis,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2000.0,2344.0,2020.0,2382.0000000000005,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
613.0,1641.9999999999998,657.0,1678.0,Branta canadensis,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
297.99999999999994,1474.0,335.99999999999994,1518.0,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2206.0,3452.0,2258.0,3479.0,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
645.0,468.0,668.0,516.0,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2136.0000000000005,2644.0,2178.0000000000005,2693.0000000000005,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
818.9999999999999,619.0,857.9999999999999,662.0000000000001,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2592.0000000000005,4095.0,2641.0000000000005,4124.0,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
1418.9999999999998,923.9999999999999,1476.9999999999998,981.0,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3571.2418408037656,4770.329906157401,3636.5779158778446,4817.51707148868,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3491.386637935447,4788.478815900201,3540.3886942410068,4837.48087220576,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3478.6824011154877,4734.032086671801,3534.9440213181665,4777.5894700545205,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3395.1974162986085,4770.329906157401,3438.7547996813287,4821.14685343724,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3251.821029330491,4806.627725643001,3288.1188488160906,4848.370218051441,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3173.7807174364525,4792.108597848761,3233.672119587691,4846.555327077159,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3315.34221343029,4712.253394980442,3366.1591607101295,4753.995887388882,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3489.5717469611673,4567.062117038044,3556.7227130095266,4621.5088462664435,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3505.905765729687,4510.800496835365,3578.5014047008863,4565.247226063763,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3246.376356407651,4588.840808729404,3306.2677585588904,4646.917319906363,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3128.4084430794537,4784.849033951641,3175.5956084107324,4824.776635385799,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3139.2977889251333,4577.951462883724,3193.744518153532,4625.138628215003,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3228.2274466648514,4532.579188526725,3284.4890668675307,4587.025917755124,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3346.19535999305,4445.464421761287,3411.531435067129,4487.206914169727,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3222.7827737420116,4472.687786375486,3277.2295029704114,4534.394079501005,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3331.67623219881,4363.794327918688,3400.642089221449,4414.6112751985265,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3295.3784127132108,4391.017692532887,3349.8251419416097,4441.834639812726,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3233.672119587691,4400.092147404288,3304.4528675846104,4456.353767606966,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3377.0485065558087,4262.160433359009,3442.384581629888,4312.977380638848,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3032.2192214426154,4541.653643398125,3092.110623593854,4605.174827497924,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3128.4084430794537,4449.094203709847,3182.855172307853,4487.206914169726,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2852.545014988898,4538.023861449565,2926.9555449343766,4610.619500420764,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3037.6638943654557,4815.7021805144,3090.2957326195738,4850.185109025719,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3003.1809658541356,4603.359936523643,3070.3319319024945,4659.621556726323,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2979.587383188496,4657.806665752043,3055.8128041082546,4728.587413748962,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3066.702149953934,4715.883176929002,3121.1488791823335,4777.5894700545205,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3084.851059696734,4636.027974060684,3146.5573528222535,4721.327849851841,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2950.549127600016,4548.913207295244,3034.0341124168954,4625.138628215003,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2950.549127600017,4489.021805144006,3019.514984622656,4552.542989243804,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3032.2192214426154,4463.613331504086,3093.9255145681345,4508.985605861086,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3041.2936763140146,4400.092147404288,3126.593552105174,4476.317568324046,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3083.036168722454,4356.534764021569,3132.0382250280136,4420.055948121367,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3122.9637701566135,4356.534764021569,3179.2253903592923,4410.981493249966,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3164.7062625650524,4342.015636227328,3211.8934278963316,4383.758128635766,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2921.5108720115363,4430.945293967046,2995.9214019570154,4498.096260015405,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2836.2109962203785,4430.945293967046,2923.3257629858167,4516.245169758205,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2899.732180320177,4392.832583507167,2950.5491276000166,4441.834639812726,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2990.476729034176,4351.0900910987275,3059.4425860568144,4418.241057147086,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3064.8872589796542,4267.605106281849,3130.223334053734,4334.756072330208,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3142.927570873693,4262.160433359009,3226.412555690572,4347.460309150168,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3141.1126798994133,4227.67750484769,3195.5594091278117,4276.679561153249,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3070.331931902494,4204.083922182051,3121.148879182333,4269.419997256129,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3073.9617138510544,4171.415884645012,3155.6318076936527,4229.492395821971,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3171.9658264621726,4017.1501518312134,3231.8572286134113,4080.6713359310124,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
3106.6297513880936,3997.1863511141337,3171.9658264621726,4044.3735164454138,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2968.6980373428164,4000.816133062694,3037.6638943654557,4075.2266630081726,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2946.9193456514563,4098.820245673813,3015.885202674095,4180.49033951641,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2888.8428344744975,4102.4500276223725,2950.549127600017,4175.045666593571,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2830.7663232975383,4338.385854278768,2906.991744217297,4407.351711301408,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2803.542958683339,4445.464421761287,2843.4705601174983,4516.245169758205,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2721.87286484074,4389.2028015586075,2812.617413554739,4459.983549555526,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2765.430248223459,4294.828470896048,2830.7663232975383,4372.868782790088,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2841.6556691432183,4265.790215307569,2906.991744217297,4320.236944535968,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2874.3237066802576,4193.194576336371,2926.955544934376,4236.75195971909,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2783.579157966259,4158.711647825051,2836.210996220379,4204.08392218205,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2663.7963536637812,4374.683673764368,2730.9473197121406,4450.909094684126,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2605.719842486822,4338.385854278768,2665.611244638061,4396.462365455728,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2665.611244638061,4305.717816741729,2732.7622106864196,4363.794327918688,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2692.8346092522615,4251.271087513329,2747.28133848066,4302.088034793169,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2736.3919926349804,4236.751959719089,2814.4323045290184,4325.6816174588075,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2672.870808535181,4207.7137041306105,2740.02177458354,4269.419997256129,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2627.4985341781817,4269.419997256129,2681.945263406581,4318.42205356169,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2551.273113258423,4287.5689069989285,2625.683643203902,4374.683673764367,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2582.1262598211824,4229.492395821971,2651.0921168438213,4294.828470896048,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2602.090060538262,4185.93501243925,2660.1665717152214,4234.93706874481,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2652.907007818101,4164.156320747891,2707.3537370465006,4213.158377053451,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2709.16862802078,4138.747847107971,2763.6153572491794,4196.824358284931,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2745.46644750638,4093.375572750972,2807.172740631899,4151.452083927931,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2654.721898792381,4084.3011178795728,2747.28133848066,4146.007411005091,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2500.456165978584,4173.230775619291,2602.090060538262,4247.641305564769,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2598.4602785897023,4135.118065159411,2660.1665717152214,4189.564794387811,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2456.898782595864,4178.675448542131,2518.605075721383,4242.19663264193,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2380.673361676106,4118.7840463908915,2455.083891621585,4176.860557567851,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2442.379654801625,4089.745790802412,2524.049748644223,4173.230775619291,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2524.049748644223,4115.154264442332,2565.7922410526626,4184.120121464971,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2504.085947927144,4017.1501518312134,2582.126259821182,4109.709591519492,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2603.904951512542,4040.7437344968534,2665.611244638061,4098.820245673814,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2716.4281919179,4037.113952548293,2785.394048940539,4091.5606817766925,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
2825.3216503746985,3975.4076594227736,2894.2875073973373,4031.6692796254533,Phalacrocorax auritus,C3_L3_F44_T20230426_094039_272.jpg,"Brier Klossing b.klossing@ufl.edu, 20",JPG_20230426_093700
